Case ID,Activity,case:variant,LogType,elementId,processId,time:timestamp,org:resource
198,F,2,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:33:00,System
198,G,2,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:33:00,System
198,L,2,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:33:00,System
198,I,2,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:33:00,Intern
198,H,2,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:33:00,Employee
198,M,2,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:33:00,Intern
198,J,2,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:33:00,Employee
198,N,2,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:33:00,Employee
198,K,2,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:33:00,System
198,P,2,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:33:00,System
198,Q,2,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:33:00,Employee
198,R,2,MXML.EnactmentLog,Activity_0glhznj,Process_000r8a1,08/12/2020 13:33:00,Administrator
196,A,5,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:32:40,System
196,B,5,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:32:40,Employee
196,C,5,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:32:40,Intern
196,F,5,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:32:40,System
196,G,5,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:32:40,System
196,L,5,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:32:40,System
196,I,5,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:32:40,Intern
196,H,5,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:32:40,Employee
196,O,5,MXML.EnactmentLog,Activity_0xpenny,Process_000r8a1,08/12/2020 13:32:40,Administrator
196,J,5,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:32:40,Employee
196,P,5,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:32:40,System
196,K,5,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:32:40,System
196,Q,5,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:32:40,Employee
196,T,5,MXML.EnactmentLog,Activity_1cqyhc1,Process_000r8a1,08/12/2020 13:32:40,Employee
196,U,5,MXML.EnactmentLog,Activity_0r52rsn,Process_000r8a1,08/12/2020 13:32:40,Employee
196,V,5,MXML.EnactmentLog,Activity_06nv2o6,Process_000r8a1,08/12/2020 13:32:40,System
196,X,5,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:32:40,System
196,Y,5,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:32:40,Employee
196,Z,5,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:32:40,System
299,A,1,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:49:50,System
299,B,1,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:49:50,Employee
299,C,1,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:49:50,Intern
299,F,1,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:49:50,System
299,G,1,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:49:50,System
299,L,1,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:49:50,System
299,I,1,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:49:50,Intern
299,H,1,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:49:50,Employee
299,M,1,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:49:50,Intern
299,J,1,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:49:50,Employee
299,N,1,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:49:50,Employee
299,K,1,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:49:50,System
299,P,1,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:49:50,System
299,Q,1,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:49:50,Employee
299,T,1,MXML.EnactmentLog,Activity_1cqyhc1,Process_000r8a1,08/12/2020 13:49:50,Employee
299,U,1,MXML.EnactmentLog,Activity_0r52rsn,Process_000r8a1,08/12/2020 13:49:50,Employee
299,V,1,MXML.EnactmentLog,Activity_06nv2o6,Process_000r8a1,08/12/2020 13:49:50,System
299,X,1,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:49:50,System
299,Y,1,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:49:50,Employee
299,Z,1,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:49:50,System
298,X,4,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:49:40,System
298,A,4,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:49:40,System
298,Y,4,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:49:40,Employee
298,B,4,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:49:40,Employee
298,Z,4,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:49:40,System
298,C,4,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:49:40,Intern
298,D,4,MXML.EnactmentLog,Activity_0lmwg3u,Process_000r8a1,08/12/2020 13:49:40,Employee
298,E,4,MXML.EnactmentLog,Activity_18vks1i,Process_000r8a1,08/12/2020 13:49:40,System
298,B,4,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:49:40,Employee
298,C,4,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:49:40,Intern
298,F,4,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:49:40,System
298,G,4,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:49:40,System
298,L,4,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:49:40,System
298,I,4,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:49:40,Intern
298,H,4,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:49:40,Employee
298,M,4,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:49:40,Intern
298,J,4,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:49:40,Employee
298,N,4,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:49:40,Employee
298,K,4,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:49:40,System
298,P,4,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:49:40,System
298,Q,4,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:49:40,Employee
298,T,4,MXML.EnactmentLog,Activity_1cqyhc1,Process_000r8a1,08/12/2020 13:49:40,Employee
298,U,4,MXML.EnactmentLog,Activity_0r52rsn,Process_000r8a1,08/12/2020 13:49:40,Employee
298,V,4,MXML.EnactmentLog,Activity_06nv2o6,Process_000r8a1,08/12/2020 13:49:40,System
181,A,1,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:30:10,System
181,B,1,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:30:10,Employee
181,C,1,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:30:10,Intern
181,F,1,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:30:10,System
181,G,1,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:30:10,System
181,L,1,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:30:10,System
181,I,1,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:30:10,Intern
181,H,1,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:30:10,Employee
181,M,1,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:30:10,Intern
181,J,1,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:30:10,Employee
181,N,1,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:30:10,Employee
181,K,1,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:30:10,System
181,P,1,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:30:10,System
181,Q,1,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:30:10,Employee
181,T,1,MXML.EnactmentLog,Activity_1cqyhc1,Process_000r8a1,08/12/2020 13:30:10,Employee
181,U,1,MXML.EnactmentLog,Activity_0r52rsn,Process_000r8a1,08/12/2020 13:30:10,Employee
181,V,1,MXML.EnactmentLog,Activity_06nv2o6,Process_000r8a1,08/12/2020 13:30:10,System
181,X,1,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:30:10,System
181,Y,1,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:30:10,Employee
181,Z,1,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:30:10,System
26,A,1,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:04:20,System
26,B,1,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:04:20,Employee
26,C,1,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:04:20,Intern
26,F,1,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:04:20,System
26,G,1,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:04:20,System
26,L,1,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:04:20,System
26,I,1,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:04:20,Intern
26,H,1,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:04:20,Employee
26,M,1,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:04:20,Intern
26,J,1,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:04:20,Employee
26,N,1,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:04:20,Employee
26,K,1,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:04:20,System
26,P,1,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:04:20,System
26,Q,1,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:04:20,Employee
26,T,1,MXML.EnactmentLog,Activity_1cqyhc1,Process_000r8a1,08/12/2020 13:04:20,Employee
26,U,1,MXML.EnactmentLog,Activity_0r52rsn,Process_000r8a1,08/12/2020 13:04:20,Employee
26,V,1,MXML.EnactmentLog,Activity_06nv2o6,Process_000r8a1,08/12/2020 13:04:20,System
26,X,1,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:04:20,System
26,Y,1,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:04:20,Employee
26,Z,1,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:04:20,System
180,A,6,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:30:00,System
180,B,6,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:30:00,Employee
180,C,6,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:30:00,Intern
180,D,6,MXML.EnactmentLog,Activity_0lmwg3u,Process_000r8a1,08/12/2020 13:30:00,Employee
180,E,6,MXML.EnactmentLog,Activity_18vks1i,Process_000r8a1,08/12/2020 13:30:00,System
180,B,6,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:30:00,Employee
180,C,6,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:30:00,Intern
180,F,6,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:30:00,System
180,G,6,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:30:00,System
180,L,6,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:30:00,System
180,I,6,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:30:00,Intern
180,H,6,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:30:00,Employee
180,M,6,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:30:00,Intern
180,J,6,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:30:00,Employee
180,N,6,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:30:00,Employee
180,K,6,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:30:00,System
180,P,6,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:30:00,System
180,Q,6,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:30:00,Employee
180,R,6,MXML.EnactmentLog,Activity_0glhznj,Process_000r8a1,08/12/2020 13:30:00,Administrator
184,A,2,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:30:40,System
184,B,2,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:30:40,Employee
184,C,2,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:30:40,Intern
184,F,2,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:30:40,System
184,G,2,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:30:40,System
184,L,2,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:30:40,System
184,I,2,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:30:40,Intern
184,H,2,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:30:40,Employee
184,M,2,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:30:40,Intern
184,J,2,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:30:40,Employee
184,N,2,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:30:40,Employee
184,K,2,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:30:40,System
184,P,2,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:30:40,System
184,Q,2,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:30:40,Employee
184,R,2,MXML.EnactmentLog,Activity_0glhznj,Process_000r8a1,08/12/2020 13:30:40,Administrator
27,A,1,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:04:30,System
27,B,1,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:04:30,Employee
27,C,1,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:04:30,Intern
27,F,1,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:04:30,System
27,G,1,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:04:30,System
27,L,1,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:04:30,System
27,I,1,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:04:30,Intern
27,H,1,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:04:30,Employee
27,M,1,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:04:30,Intern
27,J,1,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:04:30,Employee
27,N,1,MXML.EnactmentLog,Activity_1rsulpv,Process_000r8a1,08/12/2020 13:04:30,Employee
27,K,1,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:04:30,System
27,P,1,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:04:30,System
27,Q,1,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:04:30,Employee
27,T,1,MXML.EnactmentLog,Activity_1cqyhc1,Process_000r8a1,08/12/2020 13:04:30,Employee
27,U,1,MXML.EnactmentLog,Activity_0r52rsn,Process_000r8a1,08/12/2020 13:04:30,Employee
27,V,1,MXML.EnactmentLog,Activity_06nv2o6,Process_000r8a1,08/12/2020 13:04:30,System
27,X,1,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:04:30,System
27,Y,1,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:04:30,Employee
27,Z,1,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:04:30,System
30,A,5,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:05:00,System
30,B,5,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:05:00,Employee
30,C,5,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:05:00,Intern
30,F,5,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:05:00,System
30,G,5,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:05:00,System
30,L,5,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:05:00,System
30,I,5,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:05:00,Intern
30,H,5,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:05:00,Employee
30,O,5,MXML.EnactmentLog,Activity_0xpenny,Process_000r8a1,08/12/2020 13:05:00,Administrator
30,J,5,MXML.EnactmentLog,Activity_16elua4,Process_000r8a1,08/12/2020 13:05:00,Employee
30,P,5,MXML.EnactmentLog,Activity_0hdl6y5,Process_000r8a1,08/12/2020 13:05:00,System
30,K,5,MXML.EnactmentLog,Activity_1yptm4i,Process_000r8a1,08/12/2020 13:05:00,System
30,Q,5,MXML.EnactmentLog,Activity_0rtof3e,Process_000r8a1,08/12/2020 13:05:00,Employee
30,T,5,MXML.EnactmentLog,Activity_1cqyhc1,Process_000r8a1,08/12/2020 13:05:00,Employee
30,U,5,MXML.EnactmentLog,Activity_0r52rsn,Process_000r8a1,08/12/2020 13:05:00,Employee
30,V,5,MXML.EnactmentLog,Activity_06nv2o6,Process_000r8a1,08/12/2020 13:05:00,System
30,X,5,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:05:00,System
30,Y,5,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:05:00,Employee
30,Z,5,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:05:00,System
288,X,4,MXML.EnactmentLog,Activity_0002tu8,Process_000r8a1,08/12/2020 13:48:00,System
288,A,4,MXML.EnactmentLog,Activity_18jp21a,Process_000r8a1,08/12/2020 13:48:00,System
288,Y,4,MXML.EnactmentLog,Activity_0ffbtxn,Process_000r8a1,08/12/2020 13:48:00,Employee
288,B,4,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:48:00,Employee
288,Z,4,MXML.EnactmentLog,Activity_0nrto9n,Process_000r8a1,08/12/2020 13:48:00,System
288,C,4,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:48:00,Intern
288,D,4,MXML.EnactmentLog,Activity_0lmwg3u,Process_000r8a1,08/12/2020 13:48:00,Employee
288,E,4,MXML.EnactmentLog,Activity_18vks1i,Process_000r8a1,08/12/2020 13:48:00,System
288,B,4,MXML.EnactmentLog,Activity_1grgump,Process_000r8a1,08/12/2020 13:48:00,Employee
288,C,4,MXML.EnactmentLog,Activity_1ibb4ue,Process_000r8a1,08/12/2020 13:48:00,Intern
288,F,4,MXML.EnactmentLog,Activity_0d4qogf,Process_000r8a1,08/12/2020 13:48:00,System
288,G,4,MXML.EnactmentLog,Activity_1mgr9rp,Process_000r8a1,08/12/2020 13:48:00,System
288,L,4,MXML.EnactmentLog,Activity_152j3g3,Process_000r8a1,08/12/2020 13:48:00,System
288,I,4,MXML.EnactmentLog,Activity_0f7p5iw,Process_000r8a1,08/12/2020 13:48:00,Intern
288,H,4,MXML.EnactmentLog,Activity_1u68ib6,Process_000r8a1,08/12/2020 13:48:00,Employee
288,M,4,MXML.EnactmentLog,Activity_03mlmln,Process_000r8a1,08/12/2020 13:48:00,Intern
